Question_ID,Question_Version,Level,Topic_Code,LO_ID,Question_Text,Option_A,Option_B,Option_C,Option_D,Correct_Option,Answer_Explanation,Probe_Type,TLG_Key_Idea_Ref,Alternative_Conception_Ref,Diagnostic_Use,Review_Status,Source_Note,Teacher_Notes,Times_Used,Last_Used,Created_Date,Approved_Date,Approved_By
P5_CYC_WATER_P01_Q03,2,P5,P5-CYC-WATER,P5-CYC-WATER-P01,A pupil says water vapour is not water because it cannot be seen. Which response is correct?,Only visible substances can be water.,Water vapour is another name for air.,Water vapour is the gaseous state of water even though it is invisible.,Water stops being matter when it evaporates.,C,Changing state does not change the substance from water to something else.,Misconception probe,,,EOY,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_CYC_WATER_P02_Q01,2,P5,P5-CYC-WATER,P5-CYC-WATER-P02,Ice at 0°C is heated while it is melting. What happens to its temperature until all the ice has melted?,It immediately rises to 100°C.,It falls below 0°C.,It changes randomly because temperature is unrelated to heat.,It remains at about 0°C.,D,"During melting, heat is used for the change of state and the temperature remains at the melting point until melting is complete.",Application,,,Topic,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_CYC_WATER_P02_Q02,2,P5,P5-CYC-WATER,P5-CYC-WATER-P02,"Water at 100°C is boiling. If heating continues, what happens while liquid water is still boiling?",Its temperature remains about 100°C while more water changes to gas.,Its temperature must keep rising far above 100°C.,It freezes while being heated.,Its temperature drops immediately to 0°C.,A,"During boiling, the temperature remains at the boiling point while the state changes.",Application,,,Pre-WA,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_CYC_WATER_P02_Q03,2,P5,P5-CYC-WATER,P5-CYC-WATER-P02,A pupil cools steam and sees liquid droplets form. What has happened?,The steam gained heat and melted.,The steam lost heat and condensed to liquid water.,The steam froze directly into ice in every case.,The water was created from nothing.,B,Cooling steam causes condensation from gas to liquid.,Misconception probe,,,EOY,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_CYC_WATER_P03_Q01,2,P5,P5-CYC-WATER,P5-CYC-WATER-P03,"Two equal puddles are placed in similar conditions, but one is spread over a wider area. Which will usually evaporate faster?",The deeper puddle because less water is exposed.,They must evaporate at exactly the same rate.,The wider puddle because it has a larger exposed surface area.,Neither can evaporate below 100°C.,C,A larger exposed surface area increases the rate of evaporation.,Application,,,Topic,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_CYC_WATER_P03_Q02,2,P5,P5-CYC-WATER,P5-CYC-WATER-P03,A pupil wants to test whether wind speed affects evaporation. Which variable should be changed?,Starting volume of water,Container shape,Room temperature,Wind speed,D,A fair test changes wind speed while keeping other relevant factors constant.,Application,,,Pre-WA,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_CYC_WATER_P03_Q03,2,P5,P5-CYC-WATER,P5-CYC-WATER-P03,Two identical wet cloths are placed at the same temperature. One is under a fan and one is not. Which should dry faster?,The cloth under the fan because greater air movement increases evaporation.,The cloth away from the fan because still air always removes more water.,Both must dry at exactly the same rate because temperature is the same.,Neither can dry without boiling.,A,Wind increases the rate of evaporation even when temperature is unchanged.,Misconception probe,,,EOY,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_PLANT_C01_Q01,2,P5,P5-SYS-PLANT,P5-SYS-PLANT-C01,What is the main role of water-carrying tubes in a plant?,They transport food only from roots to leaves.,They transport water and mineral salts from the roots to other parts.,They pump air using a heart.,They make food inside the stem.,B,Water-carrying tubes move water and dissolved mineral salts through the plant.,Direct concept,,,Topic,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_PLANT_C01_Q02,2,P5,P5-SYS-PLANT,P5-SYS-PLANT-C01,Food made in a leaf must reach a growing root. Which plant structure carries it?,Water-carrying tubes only,Root hairs outside the plant only,Food-carrying tubes,The flower petals only,C,Food-carrying tubes transport food from leaves to other parts of the plant.,Application,,,Pre-WA,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_PLANT_C01_Q03,2,P5,P5-SYS-PLANT,P5-SYS-PLANT-C01,A pupil says plants use one set of tubes to carry everything in the same direction. Which correction is best?,Plants have no transport tubes.,Food is absorbed from soil and carried only upward.,Water is made in leaves and carried only downward.,"Plants have different tubes for water and food, and the substances are transported according to where they are needed.",D,Plants have separate water-carrying and food-carrying tubes with different transport roles.,Misconception probe,,,EOY,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_PLANT_C01_Q04,2,P5,P5-SYS-PLANT,P5-SYS-PLANT-C01,Why do roots need food-carrying tubes even though roots are underground?,Roots are living parts and need food made by leaves.,Roots make all their own food without light.,Food-carrying tubes absorb soil.,Roots do not need energy.,A,Food made in leaves is transported to non-green parts such as roots.,Application,,,Any,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_PLANT_P01_Q01,2,P5,P5-SYS-PLANT,P5-SYS-PLANT-P01,"A celery stalk is placed in coloured water. After several hours, coloured lines appear up the stem. What does this show?",Food is absorbed from the coloured water.,Water is transported upward through continuous water-carrying tubes.,The colour moves through the air spaces only.,Leaves pump colour into the water.,B,The dye traces the pathway taken by water through the plant.,Application,,,Topic,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_PLANT_P01_Q02,3,P5,P5-SYS-PLANT,P5-SYS-PLANT-P01,A ring of stem containing food-carrying tubes is removed while the water-carrying tubes are left uncut. Food collects above the cut ring. What does this support?,Water is transported only through the removed tubes.,The stem makes all food at the ring.,Food is transported through the removed tubes from leaves to other parts.,The roots pump food upward through water-carrying tubes.,C,Food collecting above the cut shows that food transport was interrupted in the food-carrying tubes.,Application,,,Pre-WA,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_PLANT_P01_Q03,2,P5,P5-SYS-PLANT,P5-SYS-PLANT-P01,A pupil places a white flower in coloured water and the petals later become coloured. The pupil says the flower made coloured food. What is the better explanation?,Petals absorbed colour directly from air.,Food-carrying tubes carried soil into the petals.,The plant changed light into blue food.,Coloured water moved through water-carrying tubes into the flower.,D,"The dye is evidence of water transport, not food production.",Misconception probe,,,EOY,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_HUMAN_C01_Q01,2,P5,P5-SYS-HUMAN,P5-SYS-HUMAN-C01,Which gas makes up the largest proportion of the air around us?,Nitrogen,Oxygen,Carbon dioxide,Water vapour,A,"Air is a mixture of gases, with nitrogen present in the largest proportion.",Direct concept,,,Topic,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_HUMAN_C01_Q02,3,P5,P5-SYS-HUMAN,P5-SYS-HUMAN-C01,"Compared with inhaled air, exhaled air normally contains which change?",More oxygen and less carbon dioxide,Less oxygen and more carbon dioxide,No nitrogen at all,Only carbon dioxide and no other gases,B,"Compared with inhaled air, exhaled air contains less oxygen and more carbon dioxide.",Application,,,Pre-WA,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_HUMAN_C01_Q03,2,P5,P5-SYS-HUMAN,P5-SYS-HUMAN-C01,A pupil says people breathe in pure oxygen and breathe out pure carbon dioxide. Which correction is best?,Only exhaled air is a mixture.,Nitrogen is removed completely in the lungs.,Both inhaled and exhaled air are mixtures of several gases.,Water vapour cannot be present in exhaled air.,C,Air entering and leaving the lungs remains a mixture of gases.,Misconception probe,,,EOY,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_HUMAN_C01_Q04,3,P5,P5-SYS-HUMAN,P5-SYS-HUMAN-C01,Water droplets form when a pupil breathes on a cool mirror. What does this show about the air breathed out?,Exhaled air contains only nitrogen.,The mirror produces water.,Oxygen changes directly into liquid water on the mirror.,Exhaled air contains water vapour.,D,Water vapour in exhaled air condenses on the cool surface.,Application,,,Any,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_HUMAN_C02_Q01,2,P5,P5-SYS-HUMAN,P5-SYS-HUMAN-C02,Which sequence shows the path of air into the human respiratory system?,Nose → windpipe → lungs,Nose → stomach → lungs,Lungs → nose → windpipe,Mouth → small intestine → heart,A,"Air normally enters through the nose, passes down the windpipe and reaches the lungs.",Direct concept,,,Topic,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_HUMAN_C02_Q02,2,P5,P5-SYS-HUMAN,P5-SYS-HUMAN-C02,What is the main function of the heart in the circulatory system?,To absorb oxygen directly from the air,To pump blood through blood vessels around the body,To digest food into simpler substances,To filter dust from inhaled air,B,The heart pumps blood through blood vessels.,Application,,,Pre-WA,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_HUMAN_C02_Q03,3,P5,P5-SYS-HUMAN,P5-SYS-HUMAN-C02,A pupil says lungs pump oxygen-rich blood around the body. Which correction is best?,Lungs digest food before it enters blood.,Blood vessels pump air into the lungs.,Lungs exchange gases; the heart pumps blood.,The nose pumps blood to body cells.,C,"The lungs exchange gases, while the heart pumps blood around the body.",Misconception probe,,,EOY,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_HUMAN_C02_Q04,3,P5,P5-SYS-HUMAN,P5-SYS-HUMAN-C02,"What directly transports oxygen, digested food and carbon dioxide around the body?",The windpipe,The stomach wall only,The nose,Blood,D,"Blood transports oxygen, digested food and carbon dioxide around the body.",Application,,,Any,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_HUMAN_C03_Q01,3,P5,P5-SYS-HUMAN,P5-SYS-HUMAN-C03,How do the digestive and circulatory systems work together?,Digested food is absorbed and then transported by the blood to body cells.,The heart digests food before pumping it.,The stomach pumps blood through blood vessels.,The digestive system brings oxygen into the lungs.,A,"The digestive system provides digested food that has been absorbed, and the circulatory system transports it around the body.",Direct concept,,,Topic,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_HUMAN_C03_Q02,3,P5,P5-SYS-HUMAN,P5-SYS-HUMAN-C03,"During vigorous exercise, breathing rate and heart rate increase. Why?",The body needs to stop taking in oxygen.,More oxygen and digested food can be delivered to active muscles and carbon dioxide removed faster.,The stomach needs more air to chew food.,The skeleton needs to produce carbon dioxide.,B,"During vigorous exercise, active muscles need more oxygen and digested food, and carbon dioxide must be removed faster.",Application,,,Pre-WA,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_HUMAN_C03_Q03,3,P5,P5-SYS-HUMAN,P5-SYS-HUMAN-C03,A pupil says the respiratory system works separately from the circulatory system. Which example shows they depend on each other?,The nose and lungs are both in the respiratory system.,The heart and blood vessels are both in the circulatory system.,Oxygen enters the blood at the lungs and is then transported to body cells.,Food is chewed in the mouth.,C,The oxygen brought in by the respiratory system must be transported by the circulatory system.,Misconception probe,,,EOY,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_HUMAN_C03_Q04,3,P5,P5-SYS-HUMAN,P5-SYS-HUMAN-C03,"If the windpipe is completely blocked, why will body cells soon be affected?",Digested food cannot enter the stomach.,Blood vessels immediately disappear.,The large intestine stops absorbing water first.,Oxygen cannot reach the lungs and then the blood for transport to the cells.,D,"If the windpipe is blocked, oxygen cannot reach the lungs and then the blood for transport to body cells.",Application,,,Any,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_HUMAN_P01_Q01,3,P5,P5-SYS-HUMAN,P5-SYS-HUMAN-P01,Which comparison is correct?,"Humans use lungs to exchange gases, while fish use gills.","Humans use gills, while fish use lungs.",Both humans and fish use roots.,Fish take in oxygen only from air above the water.,A,"Humans use lungs, while fish exchange gases with water through gills.",Application,,,Topic,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_HUMAN_P01_Q02,3,P5,P5-SYS-HUMAN,P5-SYS-HUMAN-P01,How do plants exchange gases with their surroundings?,Plants use lungs in the stem.,Gases move through tiny openings mainly on the leaves.,Plants use gills in the roots.,Plants do not exchange gases.,B,Plants exchange gases through tiny openings mainly on their leaves.,Application,,,Pre-WA,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_HUMAN_P01_Q03,2,P5,P5-SYS-HUMAN,P5-SYS-HUMAN-P01,A pupil says a fish must come to the surface to breathe air exactly like a human. Which correction is best?,Fish do not need oxygen.,Fish make oxygen inside their stomachs.,Fish obtain dissolved oxygen from water as water passes over their gills.,Fish breathe only through their fins.,C,Fish use gills to take oxygen dissolved in water.,Misconception probe,,,EOY,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_HUMAN_P02_Q01,3,P5,P5-SYS-HUMAN,P5-SYS-HUMAN-P02,What is a similarity between transport in plants and humans?,Both use a heart to pump substances.,Both use the same liquid to carry substances.,Both move only water.,Both use tubes to move substances around the organism.,D,Plants have transport tubes and humans have blood vessels; both systems move substances internally.,Application,,,Topic,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_HUMAN_P02_Q02,3,P5,P5-SYS-HUMAN,P5-SYS-HUMAN-P02,Which difference between plant and human transport is correct?,"Plants have separate tubes for food and water, while humans transport several substances in blood through blood vessels.","Humans use separate tubes for every substance, while plants use one tube for everything.","Plants use a heart to pump water, while humans have no pump.",Neither system transports food.,A,Plants and humans use different tubes and different ways to carry substances.,Application,,,Pre-WA,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_HUMAN_P02_Q03,2,P5,P5-SYS-HUMAN,P5-SYS-HUMAN-P02,A pupil says the plant transport system must have a heart because substances move through tubes. Which response is correct?,Plants have a small heart inside every leaf.,Plants transport substances through tubes without a heart pump.,Only organisms with hearts can have transport systems.,Plant roots pump blood through the stem.,B,"Plants do not have a heart, even though they have transport tubes.",Misconception probe,,,EOY,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_ELEC_C01_Q01,2,P5,P5-SYS-ELEC,P5-SYS-ELEC-C01,Which set contains components of a simple electrical system?,"Battery, ruler, cup and spoon","Bulb, leaf, stone and magnet only","Battery, wires, bulb and switch","Switch, spring balance, thermometer and beaker",C,"A simple electrical system can include an energy source and components such as wires, bulbs and switches.",Direct concept,,,Topic,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_ELEC_C01_Q02,2,P5,P5-SYS-ELEC,P5-SYS-ELEC-C01,What is the role of the battery in a simple circuit?,It measures the temperature of the circuit.,It acts only as a connecting wire.,It opens and closes the circuit like a switch.,It is the energy source for the electrical system.,D,The battery provides energy to the circuit.,Application,,,Pre-WA,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_ELEC_C01_Q03,2,P5,P5-SYS-ELEC,P5-SYS-ELEC-C01,A pupil says a bulb is the source of electrical energy because it gives out light. Which correction is best?,The battery is the energy source; the bulb changes electrical energy into light and heat.,The bulb creates electrical energy from nothing.,The switch is the only energy source.,Wires store all the energy used by the bulb.,A,The bulb is a component that uses electrical energy supplied by the battery.,Misconception probe,,,EOY,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_ELEC_C01_Q04,3,P5,P5-SYS-ELEC,P5-SYS-ELEC-C01,What is the main role of connecting wires in a simple circuit?,They create light without a bulb.,They provide a conducting path between components.,They open and close the circuit like a switch.,They measure current by changing colour.,B,Wires connect components and allow current to flow through the circuit path.,Application,,,Any,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_ELEC_C02_Q01,2,P5,P5-SYS-ELEC,P5-SYS-ELEC-C02,When can current flow through a simple circuit?,When there is a gap anywhere in the path.,When both wires are attached to the same battery terminal only.,When there is a complete closed path from one battery terminal through the components to the other terminal.,Only when the switch is open.,C,Current requires a closed circuit with a complete path.,Direct concept,,,Topic,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_SYS_ELEC_C02_Q02,2,P5,P5-SYS-ELEC,P5-SYS-ELEC-C02,A bulb goes out when a switch is opened. Why?,The switch absorbs all the battery energy.,The bulb becomes an insulator.,The battery changes into a magnet.,"Opening the switch creates a gap, so the circuit is no longer complete.",D,An open switch breaks the conducting path.,Application,,,Pre-WA,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
